question,answer
"20670, 2751, 400, 16, 1855, 13","16455, 14980, 304, 1584, 1120, 311, 636, 832, 18160, 27074"
"820, 9698, 527, 279, 1888, 13","17206, 3582, 814, 2351, 304, 3776, 323, 4251, 13"
"17206, 3582, 814, 2351, 304, 3776, 323, 4251, 13","64, 1695, 3446, 374, 810, 3062, 1109, 1933, 13"
"64, 1695, 3446, 374, 810, 3062, 1109, 1933, 13","21846, 3287, 956, 41100, 1203, 1243, 13"
"21846, 3287, 956, 41100, 1203, 1243, 13","438, 1070, 574, 912, 9349, 13"
"438, 1070, 574, 912, 9349, 13","16455, 3432, 1541, 956, 1093, 430, 13"
"16455, 3432, 1541, 956, 1093, 430, 13","2201, 11, 3432, 1274, 1093, 10283, 315, 1957, 13"
"2201, 11, 3432, 1274, 1093, 10283, 315, 1957, 13","72, 1093, 264, 1695, 3446, 13"
"72, 1093, 264, 1695, 3446, 13","72, 1093, 311, 1518, 20142, 889, 527, 1093, 1972, 1274, 13"
"72, 1093, 311, 1518, 20142, 889, 527, 1093, 1972, 1274, 13","4908, 1972, 1274, 449, 1972, 5435, 13"
"4908, 1972, 1274, 449, 1972, 5435, 13","20670, 2103, 1304, 9698, 1093, 430, 13"
"20670, 2103, 1304, 9698, 1093, 430, 13","9891, 11, 719, 814, 2646, 1304, 1790, 3300, 13"
"3055, 499, 636, 281, 1302, 389, 11333, 30","9891, 11, 16470, 5334, 279, 586, 49927, 1887, 13"
"9891, 11, 16470, 5334, 279, 586, 49927, 1887, 13","275, 9711, 757, 311, 6212, 13"
"275, 9711, 757, 311, 6212, 13","73457, 757, 922, 433, 13"
"73457, 757, 922, 433, 13","64, 60299, 1501, 11263, 264, 72899, 1501, 13"
"64, 60299, 1501, 11263, 264, 72899, 1501, 13","64, 17677, 1501, 11263, 264, 52319, 1501, 13"
"64, 17677, 1501, 11263, 264, 52319, 1501, 13","64, 5944, 1501, 11263, 2500, 5944, 1501, 13"
"64, 5944, 1501, 11263, 2500, 5944, 1501, 13","72, 3358, 2019, 0, 602, 3077, 8208, 2212, 279, 1917, 264, 21030, 3115, 2736, 0"
"72, 3358, 2019, 0, 602, 3077, 8208, 2212, 279, 1917, 264, 21030, 3115, 2736, 0","3409, 814, 2351, 7999, 2362, 11333, 5039, 311, 279, 2362, 9698, 13"
"3409, 814, 2351, 7999, 2362, 11333, 5039, 311, 279, 2362, 9698, 13","72, 2771, 1053, 1093, 311, 1518, 2555, 7185, 369, 264, 2349, 13"
"72, 2771, 1053, 1093, 311, 1518, 2555, 7185, 369, 264, 2349, 13","333, 810, 1274, 33009, 3300, 11, 281, 1302, 1436, 3085, 502, 5039, 13"
"333, 810, 1274, 33009, 3300, 11, 281, 1302, 1436, 3085, 502, 5039, 13","14965, 6944, 311, 33009, 30, 586, 11333, 1288, 387, 1949, 13"
"72, 3021, 311, 3821, 330, 93461, 5860, 88, 1210","285, 430, 264, 11333, 1501, 30"
"285, 430, 264, 11333, 1501, 30","9891, 13, 433, 596, 389, 1475, 13658, 13"
"9891, 13, 433, 596, 389, 1475, 13658, 13","12840, 596, 779, 1695, 922, 433, 30"
"12840, 596, 779, 1695, 922, 433, 30","20670, 617, 7185, 43986, 13"
"20670, 617, 7185, 43986, 13","21470, 439, 30"
"21470, 439, 30","88, 11534, 11, 264, 5333, 35070, 922, 264, 2849, 4641, 1364, 11021, 389, 60950, 13"
"88, 11534, 11, 264, 5333, 35070, 922, 264, 2849, 4641, 1364, 11021, 389, 60950, 13","16514, 2555, 5076, 449, 279, 4641, 30"
"16514, 2555, 5076, 449, 279, 4641, 30","275, 4375, 1193, 304, 32863, 13"
"275, 4375, 1193, 304, 32863, 13","23770, 279, 23703, 1440, 430, 30"
"23770, 279, 23703, 1440, 430, 30","9891, 11, 323, 568, 3287, 956, 3371, 279, 26171, 13"
"9891, 11, 323, 568, 3287, 956, 3371, 279, 26171, 13","72, 3987, 11913, 5860, 88, 1903, 279, 23703, 1935, 279, 4641, 1203, 13"
"9210, 5333, 374, 264, 1633, 1695, 23597, 13","9891, 11, 719, 1364, 5992, 1093, 264, 893, 13"
"9891, 11, 719, 1364, 5992, 1093, 264, 893, 13","12840, 6811, 1587, 433, 1304, 30"
"12840, 6811, 1587, 433, 1304, 30","43734, 68141, 527, 10171, 311, 387, 5128, 13"
"43734, 68141, 527, 10171, 311, 387, 5128, 13","82, 14437, 527, 10171, 311, 5222, 1695, 13"
"82, 14437, 527, 10171, 311, 5222, 1695, 13","20670, 1288, 1427, 1695, 11, 2288, 13"
"20670, 1288, 1427, 1695, 11, 2288, 13","19041, 527, 10283, 315, 28360, 3026, 68141, 13"
"19041, 527, 10283, 315, 28360, 3026, 68141, 13","5794, 68141, 1541, 956, 617, 311, 1427, 1695, 13"
"5794, 68141, 1541, 956, 617, 311, 1427, 1695, 13","3473, 14188, 656, 3278, 68141, 13"
"3473, 14188, 656, 3278, 68141, 13","9336, 11, 602, 1053, 2646, 3780, 1077, 15667, 13"
"9336, 11, 602, 1053, 2646, 3780, 1077, 15667, 13","8248, 499, 1053, 3780, 1077, 15667, 422, 1364, 574, 5128, 30"
"8248, 499, 1053, 3780, 1077, 15667, 422, 1364, 574, 5128, 30","9891, 13, 602, 1053, 3780, 682, 315, 1077, 94601, 13"
"543, 279, 11333, 17789, 527, 2133, 311, 733, 7528, 13","9891, 11, 430, 690, 12446, 1828, 2305, 13"
"9891, 11, 430, 690, 12446, 1828, 2305, 13","3646, 315, 1124, 527, 2736, 49927, 304, 7528, 13"
"3646, 315, 1124, 527, 2736, 49927, 304, 7528, 13","1820, 7528, 8450, 374, 1633, 2867, 13"
"1820, 7528, 8450, 374, 1633, 2867, 13","2319, 11, 912, 11, 433, 4536, 956, 0"
"2319, 11, 912, 11, 433, 4536, 956, 0","12840, 656, 499, 3152, 30"
"12840, 656, 499, 3152, 30","72, 649, 956, 636, 264, 3254, 5613, 13"
"72, 649, 956, 636, 264, 3254, 5613, 13","3055, 499, 617, 264, 7528, 11333, 30"
"3055, 499, 617, 264, 7528, 11333, 30","1073, 3388, 13, 719, 602, 1541, 956, 617, 14994, 13"
"1073, 3388, 13, 719, 602, 1541, 956, 617, 14994, 13","9514, 1541, 956, 1205, 311, 617, 14994, 11, 719, 499, 656, 1205, 264, 1695, 41032, 13"
"9514, 1541, 956, 1205, 311, 617, 14994, 11, 719, 499, 656, 1205, 264, 1695, 41032, 13","8248, 602, 617, 39824, 25212, 13"
"8248, 602, 617, 39824, 25212, 13","87445, 25212, 7784, 956, 3831, 3403, 13, 3780, 264, 7528, 41032, 13"
"72, 3077, 2751, 264, 2457, 369, 499, 13","2319, 11, 2216, 30"
"2319, 11, 2216, 30","548, 499, 8173, 30"
"548, 499, 8173, 30","37860, 13, 1148, 374, 1364, 1093, 30"
"37860, 13, 1148, 374, 1364, 1093, 30","32158, 596, 2751, 264, 2294, 17743, 13"
"32158, 596, 2751, 264, 2294, 17743, 13","12825, 12, 2319, 13, 430, 3445, 430, 1364, 596, 8834, 323, 28360, 13"
"12825, 12, 2319, 13, 430, 3445, 430, 1364, 596, 8834, 323, 28360, 13","32158, 596, 19369, 13"
"32158, 596, 19369, 13","94317, 11, 779, 1364, 596, 539, 28360, 26, 1364, 596, 1120, 8834, 13"
"94317, 11, 779, 1364, 596, 539, 28360, 26, 1364, 596, 1120, 8834, 13","32158, 50542, 220, 3264, 16701, 13"
"32158, 50542, 220, 3264, 16701, 13","94317, 11, 1364, 596, 539, 8834, 13, 779, 1148, 596, 279, 3575, 449, 1077, 30"
"94317, 11, 1364, 596, 539, 8834, 13, 779, 1148, 596, 279, 3575, 449, 1077, 30","14965, 1071, 1070, 374, 264, 3575, 449, 1077, 30"
"14965, 1071, 1070, 374, 264, 3575, 449, 1077, 30","1820, 3575, 374, 1364, 706, 912, 5435, 33895, 2345, 32158, 596, 2288, 1695, 369, 757, 0"
"72, 1781, 499, 2351, 1633, 5128, 13","58517, 499, 13"
"58517, 499, 13","41450, 499, 617, 14177, 449, 757, 30"
"41450, 499, 617, 14177, 449, 757, 30","72, 1053, 1093, 311, 13"
"72, 1053, 1093, 311, 13","4919, 602, 3820, 499, 709, 80413, 3814, 30"
"4919, 602, 3820, 499, 709, 80413, 3814, 30","12840, 892, 30"
"12840, 892, 30","68632, 297, 63510, 13"
"68632, 297, 63510, 13","9210, 10578, 2294, 13"
"9210, 10578, 2294, 13","906, 3358, 733, 311, 264, 42293, 10960, 13"
"906, 3358, 733, 311, 264, 42293, 10960, 13","72, 3077, 2646, 1027, 311, 264, 42293, 10960, 13"
"72, 3077, 2646, 1027, 311, 264, 42293, 10960, 13","72, 1781, 499, 3358, 3021, 279, 3691, 13"
"72, 1781, 499, 3358, 3021, 279, 3691, 13","72, 2846, 539, 2133, 311, 8343, 904, 4224, 6341, 0"
"9514, 617, 5128, 6548, 13","58517, 499, 13, 779, 656, 499, 13"
"58517, 499, 13, 779, 656, 499, 13","72, 6562, 856, 6548, 1051, 6437, 13"
"72, 6562, 856, 6548, 1051, 6437, 13","12840, 596, 279, 5030, 449, 6307, 6548, 30"
"12840, 596, 279, 5030, 449, 6307, 6548, 30","42312, 11, 3734, 856, 7075, 1933, 374, 6437, 13"
"42312, 11, 3734, 856, 7075, 1933, 374, 6437, 13","37860, 304, 701, 1828, 2324, 499, 3358, 617, 6437, 6548, 13"
"37860, 304, 701, 1828, 2324, 499, 3358, 617, 6437, 6548, 13","8248, 1148, 422, 602, 2846, 264, 7795, 304, 856, 1828, 2324, 30"
"8248, 1148, 422, 602, 2846, 264, 7795, 304, 856, 1828, 2324, 30","72, 1781, 1063, 7795, 617, 6437, 6548, 13"
"72, 1781, 1063, 7795, 617, 6437, 6548, 13","72, 3987, 602, 1541, 956, 2586, 1203, 439, 264, 7795, 13"
"72, 3987, 602, 1541, 956, 2586, 1203, 439, 264, 7795, 13","72, 3987, 602, 2586, 1203, 439, 264, 8415, 13"
"72, 3987, 602, 2586, 1203, 439, 264, 8415, 13","38552, 617, 6366, 6548, 13"
"38552, 617, 6366, 6548, 13","72, 1053, 3021, 311, 617, 6437, 8415, 12, 58331, 13"
"72, 3021, 499, 13","72, 3021, 499, 11, 2288, 13"
"72, 3021, 499, 11, 2288, 13","72, 10456, 499, 279, 1176, 1938, 602, 5602, 499, 13"
"72, 10456, 499, 279, 1176, 1938, 602, 5602, 499, 13","275, 574, 3021, 520, 1176, 14254, 30"
"275, 574, 3021, 520, 1176, 14254, 30","9891, 11, 433, 574, 3021, 520, 1176, 14254, 13"
"9891, 11, 433, 574, 3021, 520, 1176, 14254, 13","72, 3287, 956, 3021, 499, 520, 1176, 13"
"72, 3287, 956, 3021, 499, 520, 1176, 13","72, 1440, 13, 602, 1047, 311, 33586, 499, 369, 264, 1418, 13"
"72, 1440, 13, 602, 1047, 311, 33586, 499, 369, 264, 1418, 13","9891, 11, 499, 62920, 757, 323, 1243, 499, 10791, 757, 13"
"9891, 11, 499, 62920, 757, 323, 1243, 499, 10791, 757, 13","3409, 499, 2351, 10705, 16058, 13"
"3409, 499, 2351, 10705, 16058, 13","438, 499, 2351, 10705, 16058, 13"
"438, 499, 2351, 10705, 16058, 13","906, 3358, 3139, 2362, 3871, 13"
"906, 3358, 3139, 2362, 3871, 13","438, 387, 6380, 3871, 13"
"72, 2846, 304, 3021, 449, 430, 3828, 13","19553, 499, 3309, 1077, 30"
"19553, 499, 3309, 1077, 30","1073, 3388, 539, 13"
"1073, 3388, 539, 13","35734, 539, 30"
"35734, 539, 30","32158, 1053, 12835, 520, 757, 13"
"32158, 1053, 12835, 520, 757, 13","5269, 656, 499, 1440, 30"
"5269, 656, 499, 1440, 30","28753, 814, 2744, 656, 13"
"28753, 814, 2744, 656, 13","37860, 1364, 596, 2204, 13"
"37860, 1364, 596, 2204, 13","20670, 2351, 682, 279, 1890, 13"
"20670, 2351, 682, 279, 1890, 13","4345, 2610, 1077, 704, 311, 14177, 13"
"4345, 2610, 1077, 704, 311, 14177, 13","438, 1243, 1148, 30"
"438, 1243, 1148, 30","438, 1243, 1364, 3358, 1440, 430, 499, 1093, 1077, 13"
"47530, 757, 264, 30884, 13","72, 2846, 539, 304, 279, 20247, 13"
"72, 2846, 539, 304, 279, 20247, 13","12840, 596, 279, 5030, 30"
"12840, 596, 279, 5030, 30","72, 5602, 499, 3411, 520, 430, 5333, 13"
"72, 5602, 499, 3411, 520, 430, 5333, 13","12840, 5333, 30"
"12840, 5333, 30","9514, 1440, 11, 430, 5333, 449, 279, 2466, 40892, 13"
"9514, 1440, 11, 430, 5333, 449, 279, 2466, 40892, 13","72, 574, 539, 3411, 520, 1077, 13"
"72, 574, 539, 3411, 520, 1077, 13","9514, 1051, 11, 2288, 13"
"9514, 1051, 11, 2288, 13","72, 2846, 539, 8173, 304, 1077, 13"
"72, 2846, 539, 8173, 304, 1077, 13","3473, 3249, 1051, 499, 3411, 520, 1077, 30"
"3473, 3249, 1051, 499, 3411, 520, 1077, 30","72, 574, 3411, 520, 2555, 775, 13"
"72, 574, 3411, 520, 2555, 775, 13","2319, 11, 2216, 30, 1243, 8493, 18396, 3411, 520, 279, 32169, 13"
"41450, 499, 1093, 311, 733, 389, 264, 18507, 2457, 30","9514, 2011, 387, 58134, 13"
"9514, 2011, 387, 58134, 13","2201, 11, 602, 2846, 6129, 13"
"2201, 11, 602, 2846, 6129, 13","72, 1541, 956, 1390, 311, 2457, 264, 18507, 5333, 13"
"72, 1541, 956, 1390, 311, 2457, 264, 18507, 5333, 13","64, 18507, 2457, 3250, 956, 3152, 430, 1364, 374, 18507, 0"
"64, 18507, 2457, 3250, 956, 3152, 430, 1364, 374, 18507, 0","12840, 1587, 433, 3152, 30"
"12840, 1587, 433, 3152, 30","64, 18507, 2457, 374, 264, 2457, 449, 4423, 499, 1541, 956, 1440, 13"
"64, 18507, 2457, 374, 264, 2457, 449, 4423, 499, 1541, 956, 1440, 13","35734, 1053, 602, 2457, 4423, 602, 1541, 956, 1524, 1440, 30"
"35734, 1053, 602, 2457, 4423, 602, 1541, 956, 1524, 1440, 30","998, 1456, 2555, 502, 323, 13548, 13"
"998, 1456, 2555, 502, 323, 13548, 13","12840, 422, 602, 1541, 956, 1093, 1077, 30"
"12840, 422, 602, 1541, 956, 1093, 1077, 30","3473, 499, 1541, 956, 2457, 1077, 1578, 13"
"72, 617, 264, 2457, 16986, 3814, 13","54760, 30, 889, 449, 30"
"54760, 30, 889, 449, 30","64, 3828, 602, 2322, 520, 279, 3157, 13"
"64, 3828, 602, 2322, 520, 279, 3157, 13","9514, 2322, 264, 3828, 520, 279, 49313, 30"
"9514, 2322, 264, 3828, 520, 279, 49313, 30","32158, 574, 11509, 4920, 757, 304, 264, 2216, 6435, 1584, 520, 279, 28363, 5663, 13"
"32158, 574, 11509, 4920, 757, 304, 264, 2216, 6435, 1584, 520, 279, 28363, 5663, 13","12840, 1550, 499, 2019, 311, 1077, 30"
"12840, 1550, 499, 2019, 311, 1077, 30","72, 1047, 1403, 34697, 680, 645, 304, 856, 7558, 11, 323, 1364, 4691, 1405, 602, 1047, 1766, 1124, 13"
"72, 1047, 1403, 34697, 680, 645, 304, 856, 7558, 11, 323, 1364, 4691, 1405, 602, 1047, 1766, 1124, 13","32158, 4691, 499, 922, 701, 34697, 680, 645, 30"
"32158, 4691, 499, 922, 701, 34697, 680, 645, 30","72, 3309, 1077, 602, 1047, 17454, 279, 1566, 1403, 389, 279, 28745, 11, 719, 602, 9076, 1077, 832, 315, 10705, 13"
"72, 3309, 1077, 602, 1047, 17454, 279, 1566, 1403, 389, 279, 28745, 11, 719, 602, 9076, 1077, 832, 315, 10705, 13","9210, 574, 6555, 315, 499, 13"
"9210, 574, 6555, 315, 499, 13","32158, 4691, 757, 1268, 1364, 1436, 471, 279, 4799, 11, 779, 602, 4691, 1077, 704, 13"
"32158, 4691, 757, 1268, 1364, 1436, 471, 279, 4799, 11, 779, 602, 4691, 1077, 704, 13","57753, 264, 6435, 1584, 649, 387, 264, 1695, 3245, 13"
"23770, 499, 617, 264, 2457, 80413, 3814, 30","9891, 11, 304, 2144, 11, 602, 1550, 13"
"9891, 11, 304, 2144, 11, 602, 1550, 13","14965, 1550, 499, 733, 704, 449, 30"
"14965, 1550, 499, 733, 704, 449, 30","64, 893, 602, 2322, 304, 264, 11033, 8221, 13"
"64, 893, 602, 2322, 304, 264, 11033, 8221, 13","2940, 1550, 499, 733, 30"
"2940, 1550, 499, 733, 30","906, 4024, 311, 264, 6555, 10960, 13"
"906, 4024, 311, 264, 6555, 10960, 13","3852, 2940, 775, 30"
"3852, 2940, 775, 30","3473, 584, 4024, 311, 264, 34997, 6469, 13"
"3473, 584, 4024, 311, 264, 34997, 6469, 13","9210, 10578, 1093, 264, 6555, 2457, 13"
"9210, 10578, 1093, 264, 6555, 2457, 13","9891, 11, 433, 574, 24729, 13"
"9891, 11, 433, 574, 24729, 13","8248, 499, 2834, 956, 2457, 1461, 1578, 30"
"8248, 499, 2834, 956, 2457, 1461, 1578, 30","2201, 13, 568, 574, 6555, 11, 719, 1070, 574, 912, 30903, 13"
"72, 1047, 279, 12047, 2457, 279, 1023, 3814, 13","12840, 7077, 30"
"12840, 7077, 30","3983, 315, 682, 11, 568, 574, 4376, 459, 6596, 3389, 13"
"3983, 315, 682, 11, 568, 574, 4376, 459, 6596, 3389, 13","9210, 596, 539, 264, 1695, 1212, 13"
"9210, 596, 539, 264, 1695, 1212, 13","3473, 568, 3287, 956, 20753, 311, 37979, 13"
"3473, 568, 3287, 956, 20753, 311, 37979, 13","9210, 596, 47101, 13"
"9210, 596, 47101, 13","3473, 568, 23980, 2288, 5043, 311, 279, 10960, 13"
"3473, 568, 23980, 2288, 5043, 311, 279, 10960, 13","9210, 596, 11660, 13"
"9210, 596, 11660, 13","72, 3463, 922, 3794, 704, 323, 4737, 264, 33605, 2162, 13"
"72, 3463, 922, 3794, 704, 323, 4737, 264, 33605, 2162, 13","12840, 7077, 520, 279, 10960, 30"
"12840, 7077, 520, 279, 10960, 30","906, 1047, 264, 400, 1272, 15496, 11, 323, 568, 2163, 264, 400, 16, 11813, 0"
"906, 1047, 264, 400, 1272, 15496, 11, 323, 568, 2163, 264, 400, 16, 11813, 0","72, 8101, 499, 649, 956, 733, 1203, 311, 430, 10960, 13"
"72, 1541, 956, 1093, 430, 893, 13","35734, 539, 30"
"35734, 539, 30","383, 596, 264, 19108, 2362, 893, 13"
"383, 596, 264, 19108, 2362, 893, 13","12840, 656, 499, 3152, 30"
"12840, 656, 499, 3152, 30","383, 596, 2362, 3403, 311, 387, 856, 7126, 11, 3686, 568, 4691, 757, 704, 13"
"383, 596, 2362, 3403, 311, 387, 856, 7126, 11, 3686, 568, 4691, 757, 704, 13","9336, 11, 499, 649, 956, 19065, 264, 893, 369, 10371, 13"
"9336, 11, 499, 649, 956, 19065, 264, 893, 369, 10371, 13","383, 1288, 1180, 813, 4325, 13"
"383, 1288, 1180, 813, 4325, 13","8248, 264, 2763, 315, 2362, 1274, 527, 2103, 8173, 304, 5029, 13"
"8248, 264, 2763, 315, 2362, 1274, 527, 2103, 8173, 304, 5029, 13","20670, 1288, 1505, 264, 6555, 32628, 13"
"20670, 1288, 1505, 264, 6555, 32628, 13","4345, 3868, 3156, 499, 2351, 220, 1135, 1667, 2362, 13"
"4345, 3868, 3156, 499, 2351, 220, 1135, 1667, 2362, 13","14442, 690, 387, 279, 18742, 61943, 3245, 505, 856, 4059, 13"
"14442, 690, 387, 279, 18742, 61943, 3245, 505, 856, 4059, 13","9210, 596, 1148, 499, 2019, 1457, 13, 3868, 12222, 499, 2351, 220, 1135, 13"
"28156, 701, 23601, 3596, 1304, 499, 19021, 30","57753, 13"
"57753, 13","12840, 1587, 1364, 656, 30"
"12840, 1587, 1364, 656, 30","4345, 13985, 11, 602, 3309, 1077, 602, 8434, 956, 6696, 1077, 369, 682, 279, 3300, 304, 279, 1917, 13"
"4345, 13985, 11, 602, 3309, 1077, 602, 8434, 956, 6696, 1077, 369, 682, 279, 3300, 304, 279, 1917, 13","9210, 574, 264, 6555, 3245, 311, 2019, 13"
"9210, 574, 264, 6555, 3245, 311, 2019, 13","9210, 596, 1148, 602, 3463, 13"
"9210, 596, 1148, 602, 3463, 13","12840, 1550, 1364, 2019, 30"
"12840, 1550, 1364, 2019, 30","32158, 32627, 0, 1364, 3287, 956, 4510, 757, 13"
"32158, 32627, 0, 1364, 3287, 956, 4510, 757, 13","9210, 5828, 956, 1633, 6555, 315, 1077, 13"
"9210, 5828, 956, 1633, 6555, 315, 1077, 13","32158, 1071, 430, 4400, 374, 810, 3062, 311, 757, 1109, 3300, 13"
"32158, 1071, 430, 4400, 374, 810, 3062, 311, 757, 1109, 3300, 13","12840, 1550, 499, 2019, 30"
"12840, 1550, 499, 2019, 30","72, 3309, 1077, 602, 8434, 956, 6696, 1077, 369, 904, 1023, 5333, 304, 279, 1917, 13"
"15031, 1274, 617, 1695, 97814, 13","72, 6562, 602, 1047, 264, 1695, 19689, 13, 10705, 374, 1648, 2288, 2466, 13"
"72, 6562, 602, 1047, 264, 1695, 19689, 13, 10705, 374, 1648, 2288, 2466, 13","72, 1541, 956, 3152, 1695, 31348, 13, 602, 3152, 1695, 4773, 6427, 13"
"72, 1541, 956, 3152, 1695, 31348, 13, 602, 3152, 1695, 4773, 6427, 13","2319, 13, 719, 430, 649, 387, 264, 41100, 13"
"2319, 13, 719, 430, 649, 387, 264, 41100, 13","9891, 11, 1606, 499, 649, 387, 2288, 16614, 311, 11018, 1105, 13"
"9891, 11, 1606, 499, 649, 387, 2288, 16614, 311, 11018, 1105, 13","72, 3358, 2019, 13, 856, 23601, 706, 264, 19689, 1093, 264, 5623, 5679, 13"
"72, 3358, 2019, 13, 856, 23601, 706, 264, 19689, 1093, 264, 5623, 5679, 13","23770, 1364, 2339, 499, 1701, 11217, 30"
"23770, 1364, 2339, 499, 1701, 11217, 30","7003, 315, 13, 1364, 8964, 15716, 602, 45264, 264, 36213, 13"
"7003, 315, 13, 1364, 8964, 15716, 602, 45264, 264, 36213, 13","9514, 1541, 956, 1205, 264, 1695, 19689, 369, 430, 33895, 2345, 66, 44375, 2392, 357, 771, 13"
"9514, 1541, 956, 1205, 264, 1695, 19689, 369, 430, 33895, 2345, 66, 44375, 2392, 357, 771, 13","8248, 994, 602, 45264, 1120, 832, 36213, 304, 279, 6693, 11, 1364, 649, 22843, 433, 430, 11714, 0"
"8248, 994, 602, 45264, 1120, 832, 36213, 304, 279, 6693, 11, 1364, 649, 22843, 433, 430, 11714, 0","17627, 11, 430, 374, 264, 1695, 19689, 13"
"17627, 11, 430, 374, 264, 1695, 19689, 13","72, 3309, 1077, 1364, 1288, 3881, 369, 264, 2683, 520, 35869, 13"
"1169, 596, 733, 704, 311, 8343, 13","9210, 10578, 1093, 2523, 13"
"9210, 10578, 1093, 2523, 13","2940, 656, 499, 1390, 311, 733, 30"
"2940, 656, 499, 1390, 311, 733, 30","1169, 757, 1781, 264, 9568, 13"
"1169, 757, 1781, 264, 9568, 13","72, 2733, 1093, 57487, 13"
"72, 2733, 1093, 57487, 13","9210, 10578, 18406, 13"
"9210, 10578, 18406, 13","72, 1440, 264, 1695, 57487, 10960, 13"
"72, 1440, 264, 1695, 57487, 10960, 13","5269, 3117, 3201, 374, 433, 30"
"5269, 3117, 3201, 374, 433, 30","275, 596, 1193, 220, 605, 4520, 505, 1618, 13"
"275, 596, 1193, 220, 605, 4520, 505, 1618, 13","3055, 584, 1205, 41162, 30"
"3055, 584, 1205, 41162, 30","2319, 11, 912, 13, 584, 649, 4321, 1314, 304, 13"
"2319, 11, 912, 13, 584, 649, 4321, 1314, 304, 13","1169, 596, 733, 1457, 13, 602, 2846, 30056, 0"
"72, 649, 956, 4510, 1268, 1317, 420, 1584, 374, 13","576, 374, 264, 5526, 10960, 11, 4536, 956, 433, 30"
"576, 374, 264, 5526, 10960, 11, 4536, 956, 433, 30","9891, 11, 719, 433, 4536, 956, 264, 5043, 64567, 10960, 11, 374, 433, 30"
"9891, 11, 719, 433, 4536, 956, 264, 5043, 64567, 10960, 11, 374, 433, 30","275, 596, 279, 6435, 478, 89847, 304, 6424, 13"
"275, 596, 279, 6435, 478, 89847, 304, 6424, 13","9210, 596, 1606, 814, 4394, 433, 1418, 499, 3868, 13"
"9210, 596, 1606, 814, 4394, 433, 1418, 499, 3868, 13","9891, 13, 430, 596, 3249, 433, 596, 1101, 279, 1888, 89847, 304, 6424, 13"
"9891, 13, 430, 596, 3249, 433, 596, 1101, 279, 1888, 89847, 304, 6424, 13","64, 2294, 45723, 323, 2294, 2532, 13"
"64, 2294, 45723, 323, 2294, 2532, 13","9891, 11, 279, 7487, 527, 1633, 48887, 13"
"9891, 11, 279, 7487, 527, 1633, 48887, 13","438, 814, 2351, 4335, 13"
"438, 814, 2351, 4335, 13","72, 3077, 1027, 5108, 1618, 369, 1667, 13"
"72, 3077, 1027, 5108, 1618, 369, 1667, 13","2727, 2288, 13"
"2727, 2288, 13","40541, 817, 757, 13, 814, 1120, 2663, 856, 1396, 13"
"75, 3265, 574, 18406, 13","58517, 499, 13"
"58517, 499, 13","12840, 3169, 315, 19724, 574, 430, 30"
"12840, 3169, 315, 19724, 574, 430, 30","275, 574, 42120, 19724, 13"
"275, 574, 42120, 19724, 13","9210, 61580, 779, 1695, 13"
"9210, 61580, 779, 1695, 13","72, 2231, 30564, 323, 14432, 304, 433, 13"
"72, 2231, 30564, 323, 14432, 304, 433, 13","1820, 28974, 574, 1695, 11, 2288, 13"
"1820, 28974, 574, 1695, 11, 2288, 13","93057, 13452, 41452, 323, 42120, 57758, 13"
"93057, 13452, 41452, 323, 42120, 57758, 13","36046, 389, 23211, 13"
"36046, 389, 23211, 13","438, 279, 3820, 645, 1051, 2294, 11, 2288, 13"
"438, 279, 3820, 645, 1051, 2294, 11, 2288, 13","38501, 7924, 584, 3358, 617, 20228, 323, 7795, 369, 16163, 13"
"38501, 7924, 584, 3358, 617, 20228, 323, 7795, 369, 16163, 13","72, 649, 956, 3868, 13"
"72, 2846, 8260, 279, 68269, 13","12840, 596, 279, 5030, 30"
"12840, 596, 279, 5030, 30","576, 50059, 706, 2288, 1790, 8834, 13"
"576, 50059, 706, 2288, 1790, 8834, 13","12840, 656, 499, 1390, 279, 68269, 311, 656, 30"
"12840, 656, 499, 1390, 279, 68269, 311, 656, 30","82477, 757, 264, 2731, 50059, 13"
"82477, 757, 264, 2731, 50059, 13","72, 8434, 956, 656, 430, 13"
"72, 8434, 956, 656, 430, 13","35734, 539, 30"
"35734, 539, 30","20670, 690, 6068, 279, 502, 50059, 389, 279, 6558, 11, 3094, 389, 433, 11, 323, 1243, 57087, 389, 433, 13"
"20670, 690, 6068, 279, 502, 50059, 389, 279, 6558, 11, 3094, 389, 433, 11, 323, 1243, 57087, 389, 433, 13","9514, 2351, 14599, 13"
"9514, 2351, 14599, 13","3473, 279, 68269, 690, 3041, 499, 264, 2466, 15648, 439, 568, 12716, 499, 279, 502, 50059, 13"
"3473, 279, 68269, 690, 3041, 499, 264, 2466, 15648, 439, 568, 12716, 499, 279, 502, 50059, 13","2940, 656, 499, 636, 1521, 14599, 6848, 30"
"2940, 656, 499, 636, 1521, 14599, 6848, 30","72, 1511, 311, 4394, 304, 264, 10960, 0"
"1169, 596, 5387, 13","8248, 584, 1120, 2751, 1618, 13"
"8248, 584, 1120, 2751, 1618, 13","23770, 499, 1518, 279, 68269, 596, 6206, 30"
"23770, 499, 1518, 279, 68269, 596, 6206, 30","2201, 13"
"2201, 13","383, 1047, 19108, 39827, 944, 6341, 13"
"383, 1047, 19108, 39827, 944, 6341, 13","54760, 30"
"54760, 30","26301, 40943, 1051, 3776, 0"
